drain TotalCurrent(IdVgbg_n22_des) X,drain TotalCurrent(IdVgbg_n22_des) Y,drain TotalCurrent(IdVgbg_n25_des) X,drain TotalCurrent(IdVgbg_n25_des) Y,drain TotalCurrent(IdVgbg_n28_des) X,drain TotalCurrent(IdVgbg_n28_des) Y,drain TotalCurrent(IdVgbg_n31_des) X,drain TotalCurrent(IdVgbg_n31_des) Y,drain TotalCurrent(IdVgbg_n34_des) X,drain TotalCurrent(IdVgbg_n34_des) Y,drain TotalCurrent(IdVgbg_n37_des) X,drain TotalCurrent(IdVgbg_n37_des) Y,drain TotalCurrent(IdVgbg_n40_des) X,drain TotalCurrent(IdVgbg_n40_des) Y,drain TotalCurrent(IdVgbg_n43_des) X,drain TotalCurrent(IdVgbg_n43_des) Y,drain TotalCurrent(IdVgbg_n46_des) X,drain TotalCurrent(IdVgbg_n46_des) Y,drain TotalCurrent(IdVgbg_n49_des) X,drain TotalCurrent(IdVgbg_n49_des) Y,drain TotalCurrent(IdVgbg_n52_des) X,drain TotalCurrent(IdVgbg_n52_des) Y,drain TotalCurrent(IdVgbg_n55_des) X,drain TotalCurrent(IdVgbg_n55_des) Y,drain TotalCurrent(IdVgbg_n58_des) X,drain TotalCurrent(IdVgbg_n58_des) Y,drain TotalCurrent(IdVgbg_n61_des) X,drain TotalCurrent(IdVgbg_n61_des) Y,drain TotalCurrent(IdVgbg_n64_des) X,drain TotalCurrent(IdVgbg_n64_des) Y,drain TotalCurrent(IdVgbg_n67_des) X,drain TotalCurrent(IdVgbg_n67_des) Y,drain TotalCurrent(IdVgbg_n70_des) X,drain TotalCurrent(IdVgbg_n70_des) Y,drain TotalCurrent(IdVgbg_n73_des) X,drain TotalCurrent(IdVgbg_n73_des) Y,drain TotalCurrent(IdVgbg_n76_des) X,drain TotalCurrent(IdVgbg_n76_des) Y,drain TotalCurrent(IdVgbg_n79_des) X,drain TotalCurrent(IdVgbg_n79_des) Y,drain TotalCurrent(IdVgbg_n82_des) X,drain TotalCurrent(IdVgbg_n82_des) Y,drain TotalCurrent(IdVgbg_n85_des) X,drain TotalCurrent(IdVgbg_n85_des) Y,drain TotalCurrent(IdVgbg_n88_des) X,drain TotalCurrent(IdVgbg_n88_des) Y,drain TotalCurrent(IdVgbg_n91_des) X,drain TotalCurrent(IdVgbg_n91_des) Y,drain TotalCurrent(IdVgbg_n94_des) X,drain TotalCurrent(IdVgbg_n94_des) Y,drain TotalCurrent(IdVgbg_n97_des) X,drain TotalCurrent(IdVgbg_n97_des) Y,drain TotalCurrent(IdVgbg_n100_des) X,drain TotalCurrent(IdVgbg_n100_des) Y
0.63333333,1.9817195e-07,0.63333333,8.3072485e-07,0.63333333,1.3627251e-06,0.63333333,1.9583324e-06,0.63333333,2.2219204e-06,0.63333333,2.3178806e-06,0.63333333,2.3478885e-06,0.63333333,2.3583346e-06,0.63333333,2.3634397e-06,0.63333333,2.3666544e-06,0.63333333,2.3687594e-06,0.63333333,2.3706751e-06,0.63333333,2.3723369e-06,0.63333333,2.3737304e-06,0.63333333,2.3749015e-06,0.63333333,2.3761123e-06,0.63333333,2.3771903e-06,0.63333333,2.3780068e-06,0.63333333,2.3788443e-06,0.63333333,2.3796225e-06,0.63333333,2.3803489e-06,0.63333333,2.38103e-06,0.63333333,2.381671e-06,0.63333333,2.3822763e-06,0.63333333,2.3828497e-06,0.63333333,2.3833943e-06,0.63333333,2.3839128e-06
0.69166667,3.1727204e-07,0.69166667,1.3594825e-06,0.69166667,2.2747808e-06,0.69166667,3.3658246e-06,0.69166667,3.9437969e-06,0.69166667,4.2344448e-06,0.69166667,4.3571537e-06,0.69166667,4.4027969e-06,0.69166667,4.4217721e-06,0.69166667,4.4327075e-06,0.69166667,4.4396297e-06,0.69166667,4.4451716e-06,0.69166667,4.4499195e-06,0.69166667,4.4542919e-06,0.69166667,4.4580452e-06,0.69166667,4.4612907e-06,0.69166667,4.4640764e-06,0.69166667,4.4666747e-06,0.69166667,4.469044e-06,0.69166667,4.471247e-06,0.69166667,4.4733035e-06,0.69166667,4.4752309e-06,0.69166667,4.4770441e-06,0.69166667,4.4787557e-06,0.69166667,4.4803762e-06,0.69166667,4.4819147e-06,0.69166667,4.4833789e-06
0.75,4.6982305e-07,0.75,2.0637525e-06,0.75,3.5340479e-06,0.75,5.3976517e-06,0.75,6.4878685e-06,0.75,7.135893e-06,0.75,7.4923741e-06,0.75,7.6609307e-06,0.75,7.7351191e-06,0.75,7.771906e-06,0.75,7.7945156e-06,0.75,7.8101435e-06,0.75,7.8237343e-06,0.75,7.8353383e-06,0.75,7.8458417e-06,0.75,7.8560575e-06,0.75,7.8639124e-06,0.75,7.8706636e-06,0.75,7.8772564e-06,0.75,7.8830571e-06,0.75,7.8885456e-06,0.75,7.8937033e-06,0.75,7.8985548e-06,0.75,7.9031335e-06,0.75,7.9074678e-06,0.75,7.9115818e-06,0.75,7.9154964e-06
0.80833333,6.4265805e-07,0.80833333,2.8905543e-06,0.80833333,5.0653152e-06,0.80833333,7.9595103e-06,0.80833333,9.7726045e-06,0.80833333,1.0965035e-05,0.80833333,1.1722916e-05,0.80833333,1.2167518e-05,0.80833333,1.2398903e-05,0.80833333,1.2516472e-05,0.80833333,1.2584258e-05,0.80833333,1.2626236e-05,0.80833333,1.2659046e-05,0.80833333,1.2686942e-05,0.80833333,1.2712047e-05,0.80833333,1.2734657e-05,0.80833333,1.275952e-05,0.80833333,1.2776223e-05,0.80833333,1.2791774e-05,0.80833333,1.280647e-05,0.80833333,1.2819615e-05,0.80833333,1.2831926e-05,0.80833333,1.284351e-05,0.80833333,1.2854446e-05,0.80833333,1.28648e-05,0.80833333,1.287463e-05,0.80833333,1.2883985e-05
0.86666667,8.2270193e-07,0.86666667,3.7734101e-06,0.86666667,6.7553455e-06,0.86666667,1.0896085e-05,0.86666667,1.3576014e-05,0.86666667,1.5449379e-05,0.86666667,1.6754374e-05,0.86666667,1.7620472e-05,0.86666667,1.8152919e-05,0.86666667,1.845506e-05,0.86666667,1.8629583e-05,0.86666667,1.8735416e-05,0.86666667,1.8807381e-05,0.86666667,1.8867662e-05,0.86666667,1.8918672e-05,0.86666667,1.8963575e-05,0.86666667,1.9004251e-05,0.86666667,1.904383e-05,0.86666667,1.9077722e-05,0.86666667,1.9117714e-05,0.86666667,1.9144788e-05,0.86666667,1.9171555e-05,0.86666667,1.9195302e-05,0.86666667,1.9217736e-05,0.86666667,1.9238991e-05,0.86666667,1.9259184e-05,0.86666667,1.9278412e-05
0.925,1.0024931e-06,0.925,4.666705e-06,0.925,8.5056982e-06,0.925,1.4080727e-05,0.925,1.7747308e-05,0.925,2.0370039e-05,0.925,2.2300246e-05,0.925,2.3684213e-05,0.925,2.4628155e-05,0.925,2.5231686e-05,0.925,2.5601041e-05,0.925,2.5834065e-05,0.925,2.5978528e-05,0.925,2.6090172e-05,0.925,2.6184764e-05,0.925,2.6265665e-05,0.925,2.6337142e-05,0.925,2.6401908e-05,0.925,2.6464482e-05,-,-,-,-,0.925,2.6614034e-05,0.925,2.6680804e-05,0.925,2.6720196e-05,0.925,2.675755e-05,0.925,2.6793065e-05,0.925,2.6826912e-05
0.98333333,1.1791408e-06,0.98333333,5.5496632e-06,0.98333333,1.0257872e-05,0.98333333,1.740068e-05,0.98333333,2.2211959e-05,0.98333333,2.564031e-05,0.98333333,2.8231147e-05,0.98333333,3.0181223e-05,0.98333333,3.1601571e-05,0.98333333,3.2590042e-05,0.98333333,3.324342e-05,0.98333333,3.3677765e-05,0.98333333,3.3949752e-05,0.98333333,3.4137594e-05,0.98333333,3.4292756e-05,0.98333333,3.4424983e-05,0.98333333,3.4538411e-05,0.98333333,3.4639427e-05,0.98333333,3.4732512e-05,-,-,-,-,0.98333333,3.4968506e-05,0.98333333,3.5037914e-05,0.98333333,3.5101077e-05,0.98333333,3.5200129e-05,0.98333333,3.5255129e-05,0.98333333,3.5307583e-05
1.0416667,1.3518805e-06,1.0416667,6.4152794e-06,1.0416667,1.1986485e-05,1.0416667,2.0765041e-05,1.0416667,2.6891389e-05,1.0416667,3.1231372e-05,1.0416667,3.4512127e-05,1.0416667,3.7054703e-05,1.0416667,3.8988184e-05,1.0416667,4.0412353e-05,1.0416667,4.1419557e-05,1.0416667,4.2115718e-05,1.0416667,4.2591173e-05,1.0416667,4.2894455e-05,1.0416667,4.3130242e-05,1.0416667,4.3328703e-05,1.0416667,4.3497568e-05,1.0416667,4.3646626e-05,1.0416667,4.3778435e-05,-,-,-,-,1.0416667,4.4115015e-05,1.0416667,4.4211255e-05,1.0416667,4.4307085e-05,1.0416667,4.4391996e-05,1.0416667,4.4473734e-05,1.0416667,4.4604907e-05
1.1,1.5207292e-06,1.1,7.262395e-06,1.1,1.3683243e-05,1.1,2.4118181e-05,1.1,3.1694021e-05,1.1,3.7100585e-05,1.1,4.1136514e-05,1.1,4.4293362e-05,1.1,4.6766274e-05,1.1,4.8658885e-05,1.1,5.0066736e-05,1.1,5.108492e-05,1.1,5.1824234e-05,1.1,5.2301464e-05,1.1,5.2645657e-05,1.1,5.2928827e-05,1.1,5.3167178e-05,1.1,5.3373828e-05,1.1,5.3556829e-05,-,-,-,-,1.1,5.4008496e-05,1.1,5.4139357e-05,1.1,5.4259177e-05,1.1,5.437393e-05,1.1,5.4489981e-05,1.1,5.4593003e-05
1.1583333,1.6859421e-06,1.1583333,8.0917371e-06,1.1583333,1.5347054e-05,1.1583333,2.7433834e-05,1.1583333,3.6538796e-05,1.1583333,4.3176783e-05,1.1583333,4.8082952e-05,1.1583333,5.1896116e-05,1.1583333,5.4930085e-05,1.1583333,5.7319067e-05,1.1583333,5.9158909e-05,1.1583333,6.0543573e-05,1.1583333,6.1579774e-05,1.1583333,6.2323938e-05,1.1583333,6.2804917e-05,1.1583333,6.319604e-05,1.1583333,6.352365e-05,1.1583333,6.380088e-05,1.1583333,6.4043925e-05,-,-,-,-,1.1583333,6.4635363e-05,1.1583333,6.4801408e-05,1.1583333,6.4957726e-05,1.1583333,6.5101389e-05,1.1583333,6.5238363e-05,1.1583333,6.5370622e-05
1.2166667,1.8478234e-06,1.2166667,8.9045858e-06,1.2166667,1.6979212e-05,1.2166667,3.0702172e-05,1.2166667,4.1373578e-05,1.2166667,4.937338e-05,1.2166667,5.5303375e-05,1.2166667,5.9850966e-05,1.2166667,6.3477164e-05,1.2166667,6.6386185e-05,1.2166667,6.8687116e-05,1.2166667,7.0467607e-05,1.2166667,7.1837557e-05,1.2166667,7.2897709e-05,1.2166667,7.3598611e-05,1.2166667,7.4110023e-05,1.2166667,7.4546611e-05,1.2166667,7.4913187e-05,1.2166667,7.5227753e-05,-,-,-,-,1.2166667,7.5990848e-05,1.2166667,7.6193999e-05,1.2166667,7.6385128e-05,1.2166667,7.656458e-05,1.2166667,7.6735875e-05,1.2166667,7.6895541e-05
1.275,2.0066677e-06,1.275,9.7022743e-06,1.275,1.8581733e-05,1.275,3.3920468e-05,1.275,4.6170341e-05,1.275,5.5615579e-05,1.275,6.2723722e-05,1.275,6.8126063e-05,1.275,7.2397799e-05,1.275,7.5853823e-05,1.275,7.8640812e-05,1.275,8.0850997e-05,1.275,8.2587991e-05,1.275,8.3963792e-05,1.275,8.4983774e-05,1.275,8.5658915e-05,1.275,8.6216696e-05,1.275,8.6693301e-05,1.275,8.7097434e-05,-,-,-,-,1.275,8.8051238e-05,1.275,8.8314051e-05,1.275,8.8544058e-05,1.275,8.8761627e-05,1.275,8.896547e-05,1.275,8.9162663e-05
1.3333333,2.1627312e-06,1.3333333,1.0486069e-05,1.3333333,2.0156794e-05,1.3333333,3.7089342e-05,1.3333333,5.0915976e-05,1.3333333,6.1853154e-05,1.3333333,7.0261018e-05,1.3333333,7.6666048e-05,1.3333333,8.1669484e-05,1.3333333,8.5711726e-05,1.3333333,8.9010372e-05,1.3333333,9.1677336e-05,1.3333333,9.3814192e-05,1.3333333,9.5520033e-05,1.3333333,9.6912345e-05,1.3333333,9.7840542e-05,1.3333333,9.8520277e-05,1.3333333,9.9121139e-05,1.3333333,9.9635797e-05,-,-,-,-,1.3333333,0.00010080979,1.3333333,0.00010113428,1.3333333,0.00010142963,1.3333333,0.00010168645,1.3333333,0.00010193,1.3333333,0.00010216029
1.3916667,2.3162364e-06,1.3916667,1.1257015e-05,1.3916667,2.1706412e-05,1.3916667,4.0210797e-05,1.3916667,5.5605038e-05,1.3916667,6.8057105e-05,1.3916667,7.7846337e-05,1.3916667,8.5395375e-05,1.3916667,9.1252658e-05,1.3916667,9.5942042e-05,1.3916667,9.9784104e-05,1.3916667,0.00010293434,1.3916667,0.00010549578,1.3916667,0.00010757086,1.3916667,0.0001092798,1.3916667,0.00011060435,1.3916667,0.00011146261,1.3916667,0.00011218695,1.3916667,0.00011282449,-,-,-,-,1.3916667,0.00011426547,1.3916667,0.00011465206,1.3916667,0.00011503412,1.3916667,0.00011533735,1.3916667,0.0001156208,1.3916667,0.00011589021
1.45,2.4673905e-06,1.45,1.2016112e-05,1.45,2.3232281e-05,1.45,4.3287031e-05,1.45,6.0236051e-05,1.45,7.4211425e-05,1.45,8.5432659e-05,1.45,9.4236378e-05,1.45,0.00010108698,1.45,0.00010651555,1.45,0.00011094626,1.45,0.00011460786,1.45,0.00011762123,1.45,0.00012010081,1.45,0.00012214377,1.45,0.0001238645,1.45,0.00012505986,1.45,0.00012587638,1.45,0.00012664813,-,-,-,-,1.45,0.00012840968,1.45,0.00012886105,1.45,0.00012928442,1.45,0.00012970468,1.45,0.00013003611,1.45,0.0001303465
1.5083333,2.6163716e-06,1.5083333,1.276428e-05,1.5083333,2.4736195e-05,1.5083333,4.6320325e-05,1.5083333,6.4809331e-05,1.5083333,8.0307857e-05,1.5083333,9.2990455e-05,1.5083333,0.00010312624,1.5083333,0.00011109788,1.5083333,0.00011738676,1.5083333,0.00012247346,1.5083333,0.00012668224,1.5083333,0.00013017705,1.5083333,0.00013308563,1.5083333,0.00013549503,1.5083333,0.00013753747,1.5083333,0.0001392011,1.5083333,0.00014027924,1.5083333,0.00014109036,-,-,-,-,1.5083333,0.00014321529,1.5083333,0.00014376184,1.5083333,0.00014423759,1.5083333,0.00014470268,1.5083333,0.00014516421,1.5083333,0.00014552375
1.5666667,2.7632823e-06,1.5666667,1.3502106e-05,1.5666667,2.6219493e-05,1.5666667,4.9313073e-05,1.5666667,6.932594e-05,1.5666667,8.6342158e-05,1.5666667,0.00010050159,1.5666667,0.00011202111,1.5666667,0.00012121376,1.5666667,0.00012849268,1.5666667,0.00013433153,1.5666667,0.00013913768,1.5666667,0.00014314616,1.5666667,0.00014650686,1.5666667,0.00014932229,1.5666667,0.00015170361,1.5666667,0.00015372555,1.5666667,0.00015529764,1.5666667,0.00015626554,-,-,-,-,1.5666667,0.00015868429,1.5666667,0.00015932154,1.5666667,0.00015990197,1.5666667,0.00016040493,1.5666667,0.00016090566,1.5666667,0.00016140949
1.625,2.9082528e-06,1.625,1.4230113e-05,1.625,2.7683139e-05,1.625,5.2267322e-05,1.625,7.3787606e-05,1.625,9.2312328e-05,1.625,0.00010795472,1.625,0.00012089078,1.625,0.000131377,1.625,0.00013976074,1.625,0.00014646989,1.625,0.00015194625,1.625,0.00015650934,1.625,0.00016034922,1.625,0.00016359537,1.625,0.00016634584,1.625,0.00016871048,1.625,0.00017071387,1.625,0.0001721559,-,-,-,-,1.625,0.00017478385,1.625,0.00017554467,1.625,0.00017620833,1.625,0.0001768225,1.625,0.00017735487,1.625,0.00017799757
1.6833333,3.0514324e-06,1.6833333,1.4949031e-05,1.6833333,2.9128289e-05,1.6833333,5.5184875e-05,1.6833333,7.8196651e-05,1.6833333,9.821859e-05,1.6833333,0.00011534381,1.6833333,0.00012971601,1.6833333,0.00014154625,1.6833333,0.00015112491,1.6833333,0.0001588235,1.6833333,0.00016506819,1.6833333,0.00017024182,1.6833333,0.00017460024,1.6833333,0.00017830258,1.6833333,0.0001814609,1.6833333,0.00018418078,1.6833333,0.00018650648,1.6833333,0.00018845952,-,-,-,-,1.6833333,0.00019149113,1.6833333,0.00019239404,1.6833333,0.00019318745,1.6833333,0.00019387506,1.6833333,0.00019451753,1.6833333,0.00019508302
1.7416667,3.1928907e-06,1.7416667,1.5659352e-05,1.7416667,3.0556118e-05,1.7416667,5.8067179e-05,1.7416667,8.2554651e-05,1.7416667,0.00010406211,1.7416667,0.00012266595,1.7416667,0.00013848501,1.7416667,0.00015169357,1.7416667,0.00016253436,1.7416667,0.00017132511,1.7416667,0.00017845061,1.7416667,0.00018431221,1.7416667,0.00018923123,1.7416667,0.00019342248,1.7416667,0.00019700194,1.7416667,0.00020010424,1.7416667,0.00020277751,1.7416667,0.00020508398,-,-,-,-,1.7416667,0.00020897586,1.7416667,0.00020986308,1.7416667,0.00021078275,1.7416667,0.00021160532,1.7416667,0.00021231955,1.7416667,0.00021299358
1.8,3.332666e-06,1.8,1.6361265e-05,1.8,3.1967267e-05,1.8,6.0916014e-05,1.8,8.6862664e-05,1.8,0.00010984291,1.8,0.00012991886,1.8,0.00014718914,1.8,0.00016179882,1.8,0.00017395092,1.8,0.00018391572,1.8,0.00019203071,1.8,0.0001986783,1.8,0.00020422072,1.8,0.00020893505,1.8,0.00021297473,1.8,0.0002164934,1.8,0.00021954168,1.8,0.00022217451,-,-,-,-,1.8,0.0002273025,1.8,0.00022812572,1.8,0.00022902375,1.8,0.0002299423,1.8,0.00023079573,1.8,0.00023153978
1.8583333,3.4708458e-06,1.8583333,1.7055114e-05,1.8583333,3.3362197e-05,1.8583333,6.3733088e-05,1.8583333,9.1123156e-05,1.8583333,0.00011556209,1.8583333,0.00013710126,1.8583333,0.00015582233,1.8583333,0.00017184674,1.8583333,0.0001853451,1.8583333,0.00019654678,1.8583333,0.00020574428,1.8583333,0.00021328416,1.8583333,0.00021953169,1.8583333,0.00022482218,1.8583333,0.00022935583,1.8583333,0.00023328909,1.8583333,0.00023673925,1.8583333,0.00023974158,-,-,-,-,1.8583333,0.00024618498,1.8583333,0.00024721476,1.8583333,0.00024806062,1.8583333,0.00024896031,1.8583333,0.00024987125,1.8583333,0.00025075605
1.9166667,3.6075473e-06,1.9166667,1.7741401e-05,1.9166667,3.4741657e-05,1.9166667,6.6519163e-05,1.9166667,9.5338728e-05,1.9166667,0.00012122261,1.9166667,0.0001442145,1.9166667,0.00016438249,1.9166667,0.00018182842,1.9166667,0.00019669643,1.9166667,0.00020918157,1.9166667,0.00021953598,1.9166667,0.0002280669,1.9166667,0.0002351171,1.9166667,0.00024104373,1.9166667,0.00024611832,1.9166667,0.00025050182,1.9166667,0.0002543813,1.9166667,0.00025773974,-,-,-,-,1.9166667,0.00026539318,1.9166667,0.00026691305,1.9166667,0.00026790297,1.9166667,0.00026876871,1.9166667,0.00026966663,1.9166667,0.00027056388
1.975,3.7428083e-06,1.975,1.8420441e-05,1.975,3.6106457e-05,1.975,6.927476e-05,1.975,9.95096e-05,1.975,0.00012682637,1.975,0.00015126037,1.975,0.00017286957,1.975,0.00019173965,1.975,0.00020799258,1.975,0.00022179484,1.975,0.0002333637,1.975,0.00024296919,1.975,0.00025092115,1.975,0.00025756806,1.975,0.00026323295,1.975,0.00026811356,1.975,0.00027242128,1.975,0.00027622215,-,-,-,-,1.975,0.00028488018,1.975,0.00028697473,1.975,0.0002883904,1.975,0.00028936721,1.975,0.00029024228,1.975,0.0002911366
2.0333333,3.876652e-06,2.0333333,1.9092417e-05,2.0333333,3.7457115e-05,2.0333333,7.2001329e-05,2.0333333,0.00010363562,2.0333333,0.00013237254,2.0333333,0.00015823852,2.0333333,0.00018128211,2.0333333,0.0002015762,2.0333333,0.00021922421,2.0333333,0.00023436822,2.0333333,0.00024719581,2.0333333,0.00025794331,2.0333333,0.00026688717,2.0333333,0.00027434894,2.0333333,0.00028067282,2.0333333,0.00028610014,2.0333333,0.00029085786,2.0333333,0.0002950906,-,-,-,-,2.0333333,0.00030484002,2.0333333,0.00030724816,2.0333333,0.00030928332,2.0333333,0.00031061371,2.0333333,0.00031159591,2.0333333,0.00031247798
2.0916667,4.0091568e-06,2.0916667,1.9757591e-05,2.0916667,3.8794117e-05,2.0916667,7.4700777e-05,2.0916667,0.00010771941,2.0916667,0.00013786131,2.0916667,0.00016514797,2.0916667,0.0001896179,2.0916667,0.00021133307,2.0916667,0.00023038184,2.0916667,0.00024688564,2.0916667,0.00026100599,2.0916667,0.00027294943,2.0916667,0.00028296156,2.0916667,0.00029133071,2.0916667,0.00029839144,2.0916667,0.00030442933,2.0916667,0.00030968011,2.0916667,0.00031435532,-,-,-,-,2.0916667,0.00032528302,2.0916667,0.00032801839,2.0916667,0.00033036532,2.0916667,0.00033232531,2.0916667,0.00033359457,2.0916667,0.00033459094
2.15,4.1403793e-06,2.15,2.0416305e-05,2.15,4.0117992e-05,2.15,7.7374131e-05,2.15,0.00011176466,2.15,0.00014329683,2.15,0.00017199059,2.15,0.00019787729,2.15,0.0002210081,2.15,0.00024145873,2.15,0.00025933367,2.15,0.00027477225,2.15,0.00028795427,2.15,0.00029909724,2.15,0.00030845743,2.15,0.00031634614,2.15,0.00032306429,2.15,0.00032885969,2.15,0.00033400576,-,-,-,-,2.15,0.0003461315,2.15,0.00034922064,2.15,0.00035191472,2.15,0.00035421784,2.15,0.00035609354,2.15,0.00035736867
2.2083333,4.2703198e-06,2.2083333,2.1068637e-05,2.2083333,4.1429014e-05,2.2083333,8.0021321e-05,2.2083333,0.00011577213,2.2083333,0.00014868323,2.2083333,0.00017877084,2.2083333,0.00020606338,2.2083333,0.00023060293,2.2083333,0.00025245348,2.2083333,0.00027170527,2.2083333,0.00028847945,2.2083333,0.00030293262,2.2083333,0.00031525635,2.2083333,0.00032567756,2.2083333,0.00033447933,2.2083333,0.00034195886,2.2083333,0.00034837021,2.2083333,0.00035402237,-,-,-,-,2.2083333,0.0003674047,2.2083333,0.00037089442,2.2083333,0.00037390623,2.2083333,0.00037653456,2.2083333,0.00037880959,2.2083333,0.00038060713
2.2666667,4.3990126e-06,2.2666667,2.171463e-05,2.2666667,4.2727279e-05,2.2666667,8.2642302e-05,2.2666667,0.00011974012,2.2666667,0.00015401999,2.2666667,0.00018549117,2.2666667,0.00021417866,2.2666667,0.00024011941,2.2666667,0.00026336689,2.2666667,0.00028399823,2.2666667,0.00030211923,2.2666667,0.00031786724,2.2666667,0.00033141119,2.2666667,0.00034295135,2.2666667,0.0003527404,2.2666667,0.00036106147,2.2666667,0.00036816975,2.2666667,0.00037436819,-,-,-,-,2.2666667,0.00038911991,2.2666667,0.00039297752,2.2666667,0.00039637651,2.2666667,0.0003993045,2.2666667,0.00040188836,2.2666667,0.00040412871
2.325,4.5265066e-06,2.325,2.2354516e-05,2.325,4.4013219e-05,2.325,8.5238028e-05,2.325,0.00012366839,2.325,0.00015930408,2.325,0.00019214958,2.325,0.00022222267,2.325,0.00024955646,2.325,0.00027419705,2.325,0.00029620964,2.325,0.00031568563,2.325,0.00033274601,2.325,0.00034754078,2.325,0.00036024686,2.325,0.00037108733,2.325,0.00038033186,2.325,0.0003882178,2.325,0.00039503255,-,-,-,-,2.325,0.00041124778,2.325,0.00041543869,2.325,0.0004192284,2.325,0.00042255169,2.325,0.00042540899,2.325,0.00042797265
2.3833333,4.652918e-06,2.3833333,2.2988866e-05,2.3833333,4.5287708e-05,2.3833333,8.7810344e-05,2.3833333,0.00012756001,2.3833333,0.00016453626,2.3833333,0.00019874371,2.3833333,0.0002301934,2.3833333,0.00025891171,2.3833333,0.00028493972,2.3833333,0.00030833337,2.3833333,0.00032917082,2.3833333,0.0003475575,2.3833333,0.0003636272,2.3833333,0.00037753706,2.3833333,0.00038948374,2.3833333,0.00039971367,2.3833333,0.00040845885,2.3833333,0.00041597468,-,-,-,-,2.3833333,0.0004337468,2.3833333,0.00043836589,2.3833333,0.00044248882,2.3833333,0.00044620053,2.3833333,0.0004494064,2.3833333,0.00045222815
2.4416667,4.7783048e-06,2.4416667,2.3618025e-05,2.4416667,4.6551619e-05,2.4416667,9.0360858e-05,2.4416667,0.00013141884,2.4416667,0.00016972216,2.4416667,0.0002052764,2.4416667,0.00023809118,2.4416667,0.00026818512,2.4416667,0.00029559297,2.4416667,0.00032036415,2.4416667,0.00034256622,2.4416667,0.00036229011,2.4416667,0.00037965376,2.4416667,0.00039479767,2.4416667,0.00040789597,2.4416667,0.00041917028,2.4416667,0.00042884732,2.4416667,0.00043714698,-,-,-,-,2.4416667,0.00045659549,2.4416667,0.00046167932,2.4416667,0.000466193,2.4416667,0.00047026137,2.4416667,0.00047387301,2.4416667,0.00047698551
2.5,4.9026166e-06,2.5,2.4241933e-05,2.5,4.7805057e-05,2.5,9.2890037e-05,2.5,0.00013524618,2.5,0.00017486674,2.5,0.00021175451,2.5,0.00024592057,2.5,0.00027737997,2.5,0.00030615948,2.5,0.000332302,2.5,0.00035586739,2.5,0.00037693484,2.5,0.00039560723,2.5,0.00041200928,2.5,0.00042629543,2.5,0.00043866482,2.5,0.00044933745,2.5,0.00045850033,-,-,-,-,2.5,0.00047977948,2.5,0.00048536032,2.5,0.00049029467,2.5,0.00049470379,2.5,0.00049870259,2.5,0.00050223127

