c(g:d)(CV_n101_ac_des) X,c(g:d)(CV_n101_ac_des) Y,c(g:d)(CV_n102_ac_des) X,c(g:d)(CV_n102_ac_des) Y,c(g:d)(CV_n103_ac_des) X,c(g:d)(CV_n103_ac_des) Y,c(g:d)(CV_n104_ac_des) X,c(g:d)(CV_n104_ac_des) Y,c(g:d)(CV_n105_ac_des) X,c(g:d)(CV_n105_ac_des) Y,c(g:d)(CV_n106_ac_des) X,c(g:d)(CV_n106_ac_des) Y,c(g:d)(CV_n107_ac_des) X,c(g:d)(CV_n107_ac_des) Y,c(g:d)(CV_n108_ac_des) X,c(g:d)(CV_n108_ac_des) Y,c(g:d)(CV_n109_ac_des) X,c(g:d)(CV_n109_ac_des) Y,c(g:d)(CV_n110_ac_des) X,c(g:d)(CV_n110_ac_des) Y,c(g:d)(CV_n111_ac_des) X,c(g:d)(CV_n111_ac_des) Y,c(g:d)(CV_n112_ac_des) X,c(g:d)(CV_n112_ac_des) Y,c(g:d)(CV_n113_ac_des) X,c(g:d)(CV_n113_ac_des) Y,c(g:d)(CV_n114_ac_des) X,c(g:d)(CV_n114_ac_des) Y,c(g:d)(CV_n115_ac_des) X,c(g:d)(CV_n115_ac_des) Y,c(g:d)(CV_n116_ac_des) X,c(g:d)(CV_n116_ac_des) Y,c(g:d)(CV_n117_ac_des) X,c(g:d)(CV_n117_ac_des) Y,c(g:d)(CV_n118_ac_des) X,c(g:d)(CV_n118_ac_des) Y,c(g:d)(CV_n119_ac_des) X,c(g:d)(CV_n119_ac_des) Y,c(g:d)(CV_n120_ac_des) X,c(g:d)(CV_n120_ac_des) Y,c(g:d)(CV_n121_ac_des) X,c(g:d)(CV_n121_ac_des) Y,c(g:d)(CV_n122_ac_des) X,c(g:d)(CV_n122_ac_des) Y,c(g:d)(CV_n123_ac_des) X,c(g:d)(CV_n123_ac_des) Y,c(g:d)(CV_n124_ac_des) X,c(g:d)(CV_n124_ac_des) Y,c(g:d)(CV_n125_ac_des) X,c(g:d)(CV_n125_ac_des) Y,c(g:d)(CV_n126_ac_des) X,c(g:d)(CV_n126_ac_des) Y,c(g:d)(CV_n127_ac_des) X,c(g:d)(CV_n127_ac_des) Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.34615385,-3.32E-15,0.34615385,-3.25E-15,0.34615385,-3.19E-15,0.34615385,-3.12E-15,0.34615385,-3.11E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,0.34615385,-3.10E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48076923,-3.52E-15,0.48076923,-3.48E-15,0.48076923,-3.41E-15,0.48076923,-3.25E-15,0.48076923,-3.15E-15,0.48076923,-3.12E-15,0.48076923,-3.11E-15,0.48076923,-3.11E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,0.48076923,-3.10E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.61538462,-3.65E-15,0.61538462,-3.57E-15,0.61538462,-3.52E-15,0.61538462,-3.45E-15,0.61538462,-3.33E-15,0.61538462,-3.20E-15,0.61538462,-3.14E-15,0.61538462,-3.12E-15,0.61538462,-3.11E-15,0.61538462,-3.11E-15,0.61538462,-3.11E-15,0.61538462,-3.11E-15,0.61538462,-3.11E-15,0.61538462,-3.11E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,0.61538462,-3.10E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,-3.99E-15,0.75,-3.79E-15,0.75,-3.62E-15,0.75,-3.47E-15,0.75,-3.42E-15,0.75,-3.36E-15,0.75,-3.28E-15,0.75,-3.20E-15,0.75,-3.15E-15,0.75,-3.13E-15,0.75,-3.12E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,0.75,-3.11E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88461538,-4.67E-15,0.88461538,-4.44E-15,0.88461538,-4.13E-15,0.88461538,-3.62E-15,0.88461538,-3.44E-15,0.88461538,-3.38E-15,0.88461538,-3.34E-15,0.88461538,-3.29E-15,0.88461538,-3.24E-15,0.88461538,-3.19E-15,0.88461538,-3.16E-15,0.88461538,-3.14E-15,0.88461538,-3.13E-15,0.88461538,-3.12E-15,0.88461538,-3.12E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.10E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,0.88461538,-3.11E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0192308,-5.12E-15,1.0192308,-4.99E-15,1.0192308,-4.79E-15,1.0192308,-4.25E-15,1.0192308,-3.69E-15,1.0192308,-3.44E-15,1.0192308,-3.37E-15,1.0192308,-3.33E-15,1.0192308,-3.29E-15,1.0192308,-3.25E-15,1.0192308,-3.21E-15,1.0192308,-3.19E-15,1.0192308,-3.16E-15,1.0192308,-3.14E-15,1.0192308,-3.13E-15,1.0192308,-3.12E-15,1.0192308,-3.12E-15,1.0192308,-3.12E-15,1.0192308,-3.12E-15,1.0192308,-3.11E-15,1.0192308,-3.11E-15,1.0192308,-3.11E-15,1.0192308,-3.11E-15,1.0192308,-3.11E-15,1.0192308,-3.11E-15,1.0192308,-3.11E-15,1.0192308,-3.11E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1538462,-5.39E-15,1.1538462,-5.31E-15,1.1538462,-5.18E-15,1.1538462,-4.86E-15,1.1538462,-4.40E-15,1.1538462,-3.83E-15,1.1538462,-3.47E-15,1.1538462,-3.37E-15,1.1538462,-3.32E-15,1.1538462,-3.29E-15,1.1538462,-3.26E-15,1.1538462,-3.23E-15,1.1538462,-3.21E-15,1.1538462,-3.18E-15,1.1538462,-3.16E-15,1.1538462,-3.14E-15,1.1538462,-3.14E-15,1.1538462,-3.13E-15,1.1538462,-3.12E-15,1.1538462,-3.12E-15,1.1538462,-3.12E-15,1.1538462,-3.12E-15,1.1538462,-3.11E-15,1.1538462,-3.11E-15,1.1538462,-3.11E-15,1.1538462,-3.11E-15,1.1538462,-3.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2884615,-5.56E-15,1.2884615,-5.50E-15,1.2884615,-5.42E-15,1.2884615,-5.21E-15,1.2884615,-4.93E-15,1.2884615,-4.53E-15,1.2884615,-3.99E-15,1.2884615,-3.54E-15,1.2884615,-3.38E-15,1.2884615,-3.33E-15,1.2884615,-3.30E-15,1.2884615,-3.27E-15,1.2884615,-3.24E-15,1.2884615,-3.22E-15,1.2884615,-3.20E-15,1.2884615,-3.17E-15,1.2884615,-3.16E-15,1.2884615,-3.14E-15,1.2884615,-3.14E-15,1.2884615,-3.13E-15,1.2884615,-3.13E-15,1.2884615,-3.12E-15,1.2884615,-3.12E-15,1.2884615,-3.12E-15,1.2884615,-3.12E-15,1.2884615,-3.11E-15,1.2884615,-3.11E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4230769,-5.69E-15,1.4230769,-5.64E-15,1.4230769,-5.58E-15,1.4230769,-5.43E-15,1.4230769,-5.24E-15,1.4230769,-5.00E-15,1.4230769,-4.65E-15,1.4230769,-4.17E-15,1.4230769,-3.66E-15,1.4230769,-3.41E-15,1.4230769,-3.34E-15,1.4230769,-3.30E-15,1.4230769,-3.28E-15,1.4230769,-3.25E-15,1.4230769,-3.24E-15,1.4230769,-3.22E-15,1.4230769,-3.19E-15,1.4230769,-3.17E-15,1.4230769,-3.16E-15,1.4230769,-3.15E-15,1.4230769,-3.14E-15,1.4230769,-3.13E-15,1.4230769,-3.13E-15,1.4230769,-3.13E-15,1.4230769,-3.12E-15,1.4230769,-3.12E-15,1.4230769,-3.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5576923,-5.78E-15,1.5576923,-5.74E-15,1.5576923,-5.70E-15,1.5576923,-5.58E-15,1.5576923,-5.45E-15,1.5576923,-5.28E-15,1.5576923,-5.06E-15,1.5576923,-4.76E-15,1.5576923,-4.34E-15,1.5576923,-3.81E-15,1.5576923,-3.46E-15,1.5576923,-3.36E-15,1.5576923,-3.31E-15,1.5576923,-3.29E-15,1.5576923,-3.26E-15,1.5576923,-3.25E-15,1.5576923,-3.24E-15,1.5576923,-3.21E-15,1.5576923,-3.18E-15,1.5576923,-3.17E-15,1.5576923,-3.16E-15,1.5576923,-3.15E-15,1.5576923,-3.14E-15,1.5576923,-3.14E-15,1.5576923,-3.13E-15,1.5576923,-3.13E-15,1.5576923,-3.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6923077,-5.85E-15,1.6923077,-5.83E-15,1.6923077,-5.79E-15,1.6923077,-5.70E-15,1.6923077,-5.59E-15,1.6923077,-5.46E-15,1.6923077,-5.31E-15,1.6923077,-5.11E-15,1.6923077,-4.85E-15,1.6923077,-4.48E-15,1.6923077,-3.99E-15,1.6923077,-3.55E-15,1.6923077,-3.38E-15,1.6923077,-3.33E-15,1.6923077,-3.30E-15,1.6923077,-3.28E-15,1.6923077,-3.27E-15,1.6923077,-3.25E-15,1.6923077,-3.24E-15,1.6923077,-3.20E-15,1.6923077,-3.18E-15,1.6923077,-3.16E-15,1.6923077,-3.16E-15,1.6923077,-3.15E-15,1.6923077,-3.14E-15,1.6923077,-3.14E-15,1.6923077,-3.13E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8269231,-5.92E-15,1.8269231,-5.89E-15,1.8269231,-5.86E-15,1.8269231,-5.79E-15,1.8269231,-5.70E-15,1.8269231,-5.60E-15,1.8269231,-5.48E-15,1.8269231,-5.34E-15,1.8269231,-5.16E-15,1.8269231,-4.93E-15,1.8269231,-4.61E-15,1.8269231,-4.17E-15,1.8269231,-3.67E-15,1.8269231,-3.42E-15,1.8269231,-3.35E-15,1.8269231,-3.31E-15,1.8269231,-3.29E-15,1.8269231,-3.28E-15,1.8269231,-3.27E-15,1.8269231,-3.25E-15,1.8269231,-3.24E-15,1.8269231,-3.19E-15,1.8269231,-3.18E-15,1.8269231,-3.16E-15,1.8269231,-3.15E-15,1.8269231,-3.15E-15,1.8269231,-3.14E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9615385,-5.97E-15,1.9615385,-5.95E-15,1.9615385,-5.92E-15,1.9615385,-5.86E-15,1.9615385,-5.79E-15,1.9615385,-5.70E-15,1.9615385,-5.61E-15,1.9615385,-5.50E-15,1.9615385,-5.37E-15,1.9615385,-5.20E-15,1.9615385,-5.00E-15,1.9615385,-4.72E-15,1.9615385,-4.33E-15,1.9615385,-3.83E-15,1.9615385,-3.48E-15,1.9615385,-3.37E-15,1.9615385,-3.33E-15,1.9615385,-3.31E-15,1.9615385,-3.29E-15,1.9615385,-3.27E-15,1.9615385,-3.26E-15,1.9615385,-3.25E-15,1.9615385,-3.23E-15,1.9615385,-3.20E-15,1.9615385,-3.18E-15,1.9615385,-3.16E-15,1.9615385,-3.15E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0961538,-6.02E-15,2.0961538,-6.00E-15,2.0961538,-5.97E-15,2.0961538,-5.92E-15,2.0961538,-5.86E-15,2.0961538,-5.79E-15,2.0961538,-5.71E-15,2.0961538,-5.62E-15,2.0961538,-5.52E-15,2.0961538,-5.39E-15,2.0961538,-5.25E-15,2.0961538,-5.06E-15,2.0961538,-4.82E-15,2.0961538,-4.48E-15,2.0961538,-4.01E-15,2.0961538,-3.58E-15,2.0961538,-3.40E-15,2.0961538,-3.35E-15,2.0961538,-3.32E-15,2.0961538,-3.30E-15,2.0961538,-3.29E-15,2.0961538,-3.27E-15,2.0961538,-3.25E-15,2.0961538,-3.25E-15,2.0961538,-3.22E-15,2.0961538,-3.19E-15,2.0961538,-3.18E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2307692,-6.06E-15,2.2307692,-6.04E-15,2.2307692,-6.02E-15,2.2307692,-5.97E-15,2.2307692,-5.92E-15,2.2307692,-5.86E-15,2.2307692,-5.79E-15,2.2307692,-5.72E-15,2.2307692,-5.63E-15,2.2307692,-5.53E-15,2.2307692,-5.42E-15,2.2307692,-5.28E-15,2.2307692,-5.12E-15,2.2307692,-4.90E-15,2.2307692,-4.61E-15,2.2307692,-4.19E-15,2.2307692,-3.71E-15,2.2307692,-3.45E-15,2.2307692,-3.37E-15,2.2307692,-3.34E-15,2.2307692,-3.31E-15,2.2307692,-3.29E-15,2.2307692,-3.28E-15,2.2307692,-3.26E-15,2.2307692,-3.25E-15,2.2307692,-3.24E-15,2.2307692,-3.22E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3653846,-6.09E-15,2.3653846,-6.08E-15,2.3653846,-6.06E-15,2.3653846,-6.02E-15,2.3653846,-5.97E-15,2.3653846,-5.92E-15,2.3653846,-5.86E-15,2.3653846,-5.80E-15,2.3653846,-5.72E-15,2.3653846,-5.64E-15,2.3653846,-5.55E-15,2.3653846,-5.44E-15,2.3653846,-5.32E-15,2.3653846,-5.17E-15,2.3653846,-4.98E-15,2.3653846,-4.72E-15,2.3653846,-4.35E-15,2.3653846,-3.87E-15,2.3653846,-3.52E-15,2.3653846,-3.40E-15,2.3653846,-3.36E-15,2.3653846,-3.33E-15,2.3653846,-3.31E-15,2.3653846,-3.29E-15,2.3653846,-3.27E-15,2.3653846,-3.26E-15,2.3653846,-3.25E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,-6.13E-15,2.5,-6.11E-15,2.5,-6.09E-15,2.5,-6.06E-15,2.5,-6.01E-15,2.5,-5.97E-15,2.5,-5.92E-15,2.5,-5.86E-15,2.5,-5.80E-15,2.5,-5.73E-15,2.5,-5.65E-15,2.5,-5.57E-15,2.5,-5.47E-15,2.5,-5.35E-15,2.5,-5.21E-15,2.5,-5.04E-15,2.5,-4.82E-15,2.5,-4.50E-15,2.5,-4.05E-15,2.5,-3.62E-15,2.5,-3.44E-15,2.5,-3.38E-15,2.5,-3.35E-15,2.5,-3.32E-15,2.5,-3.30E-15,2.5,-3.29E-15,2.5,-3.27E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
